Country	Area	Location	Month	Year	Time	Sex	Age	Type	Injury Categories	Species
SOUTH AFRICA	KwaZulu-Natal	Winkelspruit	Feb	1962	16h20	M	13	Unprovoked	Lethal	White shark, 3 m 
AUSTRALIA	Queensland	Greenmount Beach	Feb	1962	14h30	M	35	Unprovoked	Limbs bitten	60 cm  shark 
NEW ZEALAND	North Island	South of New Plymouth	Feb	1962	unknown	unknown	unknown	Boat	No details	unknown
SOLOMON ISLANDS	Guadalcanal Province	North Coast, Guadalcanal Island	Feb	1962	unknown	M	unknown	Unprovoked	Lethal	unknown
NEW ZEALAND	South Island	Oreti Beach	Jan	1962	16h00	M	18	Unprovoked	Lacerations	1.5 m [5'] shark
MOZAMBIQUE	Gaza	Praia Sepulveda	Jan	1962	unknown	M	16	Unprovoked	No details	unknown
AUSTRALIA	New South Wales	Cronulla	Jan	1962	unknown	M	19	Provoked	No details	Bronze whaler shark,  3m [10'] 
NEW ZEALAND	South Island	Pigeon Bay, Canterbury	Dec	1962	unknown	unknown	unknown	Provoked	Minor injury	"Said to involve a 4.9 m [16'] ""red shark"""
NEW ZEALAND	North Island	Slipper Island, Coromandel Peninsula	Dec	1962	12h00	M	44	Unprovoked	Minor injury	unknown
USA	California	Farallon Islands	Dec	1962	10h30	M	29	Unprovoked	Limbs bitten	White shark, 4 m [13'] 
AUSTRALIA	New South Wales	Long Reef, North Manly	Dec	1962	unknown	unknown	unknown	Provoked	Limbs bitten	 Grey nurse shark,  3 m [10'] 
AUSTRALIA	New South Wales	Lennox Head, Ballina	Dec	1962	13h30	M	19	Unprovoked	Lacerations	2.1 m [7'] shark, a shark's serrated tooth recovered from toe
AUSTRALIA	South Australia	Marino	Dec	1962	unknown	unknown	unknown	Boat	Limbs bitten	Said to involve a Grey nurse shark 3.7 m [12'] 
PAPUA NEW GUINEA	10ºS, 142ºE	Jukuataia Village	Nov	1962	12h00	M	24	Unprovoked	Limbs bitten	White shark
NEW ZEALAND	South Island	Fairdown Beach, 5 miles north of Westport	Nov	1962	18h00	F	54	Unprovoked	Lacerations	"36""  shark"
AUSTRALIA	South Australia	Ceduna	Oct	1962	unknown	unknown	unknown	Boat	Limbs bitten	White shark
AUSTRALIA	Queensland	Dicky Beach	Sep	1962	unknown	unknown	unknown	Provoked	Limbs bitten	unknown
AUSTRALIA	New South Wales	Sydney	Aug	1962	unknown	unknown	unknown	Unprovoked	Minor injury	unknown
SOUTH AFRICA	Western Cape Province	6 km off Groot Brak River	Jul	1962	unknown	unknown	unknown	Boat	No details	unknown
AUSTRALIA	New South Wales	Seaspray, near Sale	Jul	1962	unknown	unknown	unknown	Provoked	Minor injury	2.7 m [9'] shark
MARSHALL ISLANDS	Kwajalein Atoll	Roi-namur Island	Jul	1962	13h00	M	57	Unprovoked	Lacerations	1.8 m [6'] shark
SPAIN	Catalonia	Aigua Blava	May	1962	unknown	F	unknown	Unprovoked	Severe	unknown
INDONESIA	East Flores	Waewerang	May	1962	unknown	unknown	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	South Australia	Dangerous Reef	May	1962	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
AUSTRALIA	Queensland	Lambert's Beach, Mackay	Apr	1961	16h15	F	18	Unprovoked	Lethal	3 m [10'] shark
AUSTRALIA	Queensland	Lambert’s Beach, Mackay	Apr	1961	16h15	M	24	Unprovoked	Limbs bitten	3 m [10'] shark
SOUTH AFRICA	KwaZulu-Natal	Umhlanga Rocks	Apr	1961	16h50	M	18	Unprovoked	Limbs bitten	Zambesi shark
AUSTRALIA	Western Australia	North of main swimming area in Waterman's Bay Beach, Perth	Apr	1961	07h00	M	23	Provoked	Minor injury	Grey nurse shark, 2.4 m [8'] 
AUSTRALIA	South Australia	Cowell	Apr	1961	unknown	unknown	unknown	Boat	Minor injury	2.7 m [9'] shark
MOZAMBIQUE	Gaza	Praia Sepulveda	Apr	1961	16h00	M	20	Unprovoked	Limbs bitten	unknown
AUSTRALIA	Queensland	Noosa Heads	Feb	1961	06h15	M	22	Unprovoked	Lethal	Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut
AUSTRALIA	Torres Strait	Horn Island, near Thursday Island	Feb	1961	14h00	M	17	Unprovoked	Lacerations	1.8 m [6'] shark
PHILIPPINES	Western Luzon Island	Manila Bay	Feb	1961	unknown	M	unknown	Unprovoked	Severe	unknown
VANUATU	Shefa Province	 Lelepa Island	Oct	1961	unknown	M	unknown	Boat	Limbs bitten	Two shark's teeth recovered from canoe
USA	Florida	Boca Raton, Palm Beach County	Oct	1961	unknown	M	45	Unprovoked	Lethal	unknown
USA	Florida	Florida Keys, Monroe County	Sep	1961	16h30	M	16	Provoked	Lacerations	unknown
CROATIA	Primorje-Gorski Kotar County 	Opatija, northwestern coast of Rijeka Bay	Sep	1961	Early afternoon	M	19	Unprovoked	Lethal	White shark
TANZANIA	unknown	Near entrance to Dar-es-Salaam Harbour	Sep	1961	07h00	M	42	Provoked	Severe	unknown
MID ATLANTIC OCEAN	165  miles from Bermuda	unknown	Sep	1961	06h00	M	22	Unprovoked	Lacerations	Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer
PERSIAN GULF	25 km off the coast of Iran & 483km from mouth of Persian Gulf	Khark Island	Sep	1961	10h30	M	unknown	Unprovoked	Minor injury	1.5 m to 1.8 m  [5' to 6'] shark
ITALY	Venice Province	 Chioggia	Sep	1961	unknown	M	33 & 37	Provoked	Limbs bitten	1 m shark
USA	California	Portuguese Beach at mouth of Salmon Creek, Sonoma County	Dec	1961	09h30 / 15h30	M	16	Unprovoked	Lacerations	White shark, 4 m [13'] 
USA	South Carolina	Pawley’s Island, Georgetown County	Dec	1961	08h00	M	19	Unprovoked	Limbs bitten	White shark
BERMUDA	unknown	6 miles from shore	Dec	1961	11h00	M	22	Unprovoked	Lacerations	Blacktip shark, 1.8 m to 2.1 m [6' to 7'] 
USA	Hawaii	Pearl Harbor Channel, O'ahu	Dec	1961	17h30	M	38	Unprovoked	Limbs bitten	2.4 m [8'] shark
PAPUA NEW GUINEA	Sandaun Province	Vanimo  on Musu side of Wutong anchorage	Oct	1961	unknown	M	unknown	Provoked	Lacerations	unknown
USA	New York	Whitewood Point on Lloyd Neck in Oyster Bay	Oct	1961	14h30	M	57	Provoked	Lacerations	"43"" shark"
TURKEY	Anatolia	?nciralti Beach, ?zmir 	Oct	1971	unknown	M	16	Unprovoked	Minor injury	unknown
AUSTRALIA	Queensland	Cape Moreton	Oct	1961	unknown	unknown	unknown	Provoked	Limbs bitten	White shark, 5.2 m [17'], 2500-lb 
ITALY	Adriatic Sea	Riccione	Sep	1961	14h00	M	21	Unprovoked	Limbs bitten	White shark, 4.5 m 
PANAMA	unknown	Jarque, just south of Pi?as Bay	Sep	1961	unknown	M	10	Provoked	Lethal	unknown
USA	Florida	500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami	Sep	1961	09h30	M	23	Unprovoked	Lethal	unknown
USA	Florida	Jensen Beach, Martin County	Sep	1961	Afternoon	M	25	Unprovoked	Lacerations	unknown
USA	Florida	Ponte Vedra Beach, St. Johns County	Aug	1961	unknown	M	unknown	Boat	Minor injury	Hammerhead shark
NEW BRITAIN	East New Britain Province	Rabaul	Aug	1961	unknown	M	unknown	Unprovoked	Minor injury	unknown
PAPUA NEW GUINEA	Admiralty Islands, Manus Province	Rossun, Manus	Aug	1961	unknown	M	19	Provoked	Limbs bitten	2.7 m [9']shark
USA	California	Tomales Point, Marin County	Aug	1961	08h00 / 09h30	M	20	Unprovoked	Limbs bitten	White shark
NEW BRITAIN	East New Britain Province	Kokopo	Aug	1961	unknown	M	unknown	Unprovoked	Severe	unknown
USA	Florida	Laguna Beach, Bay County	Aug	1961	11h30	M	52	Unprovoked	Lacerations	Hammerhead shark, 500-llb 
AUSTRALIA	Western Australia	Quinn’s Rocks, south of Yanchep	Aug	1961	unknown	M	unknown	Provoked	Minor injury	unknown
AUSTRALIA	New South Wales	Trial Bay, north of Kempsey	Aug	1961	12h00	M	unknown	Provoked	Limbs bitten	"Wobbegong shark, 1.4 m [4'6""] "
MOZAMBIQUE	Gaza	Sepulveda Beach, Xai Xai	Aug	1961	10h00	M	37	Unprovoked	Minor injury	Zambesi shark
SOUTH AFRICA	Eastern Cape Province	Port Elizabeth Oceanarium	Aug	1961	unknown	M	unknown	Provoked	Limbs bitten	"2 m  ""yellow belly"" captive shark. Shark destroyed by aquarium staff next day"
USA	Florida	Fowey Rock Light, Miami	Jul	1961	unknown	M	22	Unprovoked	Limbs bitten	Tiger shark, 3 m [10']
AUSTRALIA	New South Wales	Otford	Jul	1961	unknown	M	21	Provoked	Limbs bitten	Wobbegong shark, O. barbatus,  1.8 m [6'], identified by G.P. Whitley
AUSTRALIA	New South Wales	10 miles off Nambucca Heads  onboard trawler	Jul	1961	Night	M	40	Unprovoked	Minor injury	" ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']"
MOZAMBIQUE	Gaza	Xai Xai	Jul	1961	11h00	M	38	Unprovoked	Lethal	Zambesi shark
PERSIAN GULF	United Arab Emirates	Dubai	Jul	1961	unknown	unknown	unknown	Sea Disaster	Limbs bitten	unknown
AUSTRALIA	Victoria	Flinders Island	Jun	1961	unknown	M	24	Unprovoked	Lacerations	Grey nurse shark, 2,7 m [9'], 200-lb 
AUSTRALIA	Western Australia	Rottnest Island	Jun	1961	unknown	M	unknown	Provoked	Limbs bitten	Wobbegong shark, 1.4 m [4.6'] 
AUSTRALIA	South Australia	Glenelg Breakwater	Jun	1961	unknown	M	24	Unprovoked	Lacerations	Bronze whaler shark, 2.4 m [8'] Identified by Clyde Buttery
AUSTRALIA	Victoria	Lady Beach at Warrnambool	May	1961	Late afternoon	M	24	Unprovoked	Limbs bitten	3 m [10'] shark
AUSTRALIA	Western Australia	Shark Bay	May	1961	unknown	F	unknown	Provoked	Limbs bitten	unknown
AUSTRALIA	South Australia	Aldinga Beach	May	1961	14h30	M	21	Unprovoked	Limbs bitten	White shark, 3.7 m [12'] 
NORTH PACIFIC OCEAN	Wake Island (EnenKio)	Leeward side of island, directly in back of Mid-Pac barrel storage area	Mar	1961	15h30	M	33	Unprovoked	Limbs bitten	Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart
SOUTH AFRICA	KwaZulu-Natal	St. Lucia	Mar	1961	unknown	M	44	Provoked	Limbs bitten	"Zambesi shark, 4'9"""
FIJI	19S, 178?E	Wotua Beach, 70 miles from Suva	Mar	1961	11h00	M	unknown	Unprovoked	Limbs bitten	unknown
USA	Pennsylvania	Fairmount Park Aquarium, Philadelphia	Mar	1961	unknown	M	30	Provoked	Lacerations	unknown
AUSTRALIA	Victoria	Mount Martha Beach	Feb	1961	18h00	F	unknown	Unprovoked	Limbs bitten	"2' ""banjo shark"""
JAMAICA	unknown	unknown	Feb	1961	unknown	M	unknown	Unprovoked	Lethal	unknown
SOUTH AFRICA	Western Cape Province	Sea Point	Jan	1961	Late afternoon	M	27	Unprovoked	Minor injury	1.5 m [5'] shark
SOUTH AFRICA	Eastern Cape Province	Nahoon	Jan	1961	14h50	M	14	Unprovoked	Lethal	2.1 m [7'], 90-kg shark
AUSTRALIA	Western Australia	Carnac Island	Jan	1961	unknown	M	unknown	Unprovoked	Minor injury	Grey nurse shark, 2.7 m [9'] 
SOUTH AFRICA	Western Cape Province	Frikkies Bay	Jan	1961	unknown	unknown	unknown	Boat	Minor injury	4.6 m [15'] shark
SOUTH AFRICA	KwaZulu-Natal	Amanzimtoti	Jan	1961	14h20	M	15	Unprovoked	Limbs bitten	White shark
AUSTRALIA	New South Wales	Cook Island	Jan	1961	Morning	M	27	Provoked	Limbs bitten	Wobbegong shark, 1.5 m [5'] 
SOUTH AFRICA	KwaZulu-Natal	Winkelspruit	Jan	1961	19h35	M	13	Unprovoked	Limbs bitten	White shark, based on bite pattern
ATLANTIC OCEAN	9.35N 79.35W	East of La Grande Island, North of Panama Canal	Jan	1961	unknown	unknown	unknown	Sea Disaster	No details	unknown
AUSTRALIA	Northern Territory	Stokes Hill Wharf, Darwin	Jan	1961	unknown	M	unknown	Provoked	Limbs bitten	Hammerhead shark, 1.8 m [6'] 
MOZAMBIQUE	Limpopo River	190 km to 240 km from the sea	Jan	1961	16h00	M	unknown	Unprovoked	Limbs bitten	Six Zambesi sharks seen to 1.5 m [5'] in length
SOUTH AFRICA	Western Cape Province	Strandfontein	Dec	1961	15h30	M	25 or 28	Unprovoked	Limbs bitten	unknown
AUSTRALIA	Tasmania	Off Tasman Island	Nov	1961	unknown	unknown	unknown	Boat	Minor injury	unknown
AUSTRALIA	New South Wales	South coast	Nov	1961	unknown	unknown	unknown	Boat	Limbs bitten	unknown
COLUMBIA	Roncador Bank	Roncador Bank, 135 nm north of San Andres 	Oct	1961	unknown	M	unknown	Unprovoked	Limbs bitten	1.8 m [6'] shark
NEW CALEDONIA	unknown	unknown	Sep	1961	unknown	unknown	unknown	Unprovoked	Minor injury	unknown
SENEGAL	Cap Vert Peninsula	Thiaroye Guedi	Sep	1961	unknown	M	20	Unprovoked	Lethal	> 3 m shark
USA	Hawaii	Maui	Sep	1961	unknown	unknown	unknown	Sea Disaster	Lethal	unknown
USA	Hawaii	Maile Point, O'ahu	Sep	1960	unknown	M	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	New South Wales	Bondi Beach, Sydney	Sep	1960	unknown	F	27	Unprovoked	Minor injury	3 m [10'] shark
SOUTH AFRICA	KwaZulu-Natal	Margate	Aug	1960	16h30	M	25	Unprovoked	Lethal	White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark
AUSTRALIA	Queensland	College’s Crossing, 54 miles above mouth of the Brisbane River	Aug	1960	09h00	M	33	Unprovoked	Lacerations	Grey nurse shark, 1m 
AUSTRALIA	Queensland	Colledge's Crossing, Brisbane River	Aug	1960	unknown	M	unknown	Unprovoked	Limbs bitten	Bull shark, 1m 
AUSTRALIA	Queensland	Black’s Beach, 9 miles north of Mackay	Aug	1960	14h45	M	41	Unprovoked	Lacerations	3' shark
AUSTRALIA	Queensland	Scott’s Point, Redcliffe Peninsula	Aug	1960	15h00	M	17	Provoked	No details	unknown
AUSTRALIA	Western Australia	Hamelin Bay	Aug	1960	unknown	M	24	Unprovoked	Minor injury	Wobbegong shark, 1.8 m [6'] 
SOUTH AFRICA	Western Cape Province	5 km from Gordon’s Bay, False Bay	Jul	1960	unknown	unknown	unknown	Boat	Limbs bitten	White shark (tooth fragments recovered from hull of boat)
NEW GUINEA	Western District	Toro Passage	Jun	1960	unknown	M	unknown	Provoked	Limbs bitten	"1.4 m [4'6""] blacktip shark"
PAPUA NEW GUINEA	Central Province	Abau Subdistrict	Jul	1960	unknown	M	unknown	Unprovoked	Lethal	unknown
USA	California	Off Point Mugu, Ventura County	Jul	1960	14h00	M	36	Sea Disaster	Minor injury	unknown
SOUTH AFRICA	Western Cape Province	Jacobs Bay Reef, Saldanha Bay	May	1960	unknown	unknown	unknown	Boat	Limbs bitten	White shark, 3.7 m to 4.6 m [12' to 15'] 
PAPUA NEW GUINEA	New Britain	East Nakanai, Talasea	Apr	1960	unknown	M	26	Unprovoked	Minor injury	unknown
RED SEA / INDIAN OCEAN	Enroute from Suez to Aden (Yemen)	unknown	Apr	1960	unknown	M	unknown	Sea Disaster	No details	unknown
SOUTH AFRICA	Western Cape Province	False Bay	Mar	1960	unknown	unknown	unknown	Boat	No details	White shark, 18 mm tooth fragment  recovered from the hull
USA	South Carolina	Atlantic Beach, Horry County	Mar	1960	unknown	M	unknown	Provoked	Lacerations	2.4 m [8'], 600-lb shark
PACIFIC OCEAN	180 miles southeast of Okinawa	unknown	Feb	1960	unknown	M	unknown	Sea Disaster	No details	unknown
AUSTRALIA	Western Australia	Frenchman Bay	Feb	1960	unknown	unknown	unknown	Boat	Minor injury	3.7 m [12'] shark
USA	New Jersey	Ocean City, Cape May County	Feb	1960	17h15	M	25	Unprovoked	Lacerations	unknown
SENEGAL	Cap-Vert Peninsula	off Dakar	Feb	1960	unknown	unknown	unknown	Sea Disaster	No details	unknown
USA	Connecticut	Off Eames Monument, Bridgeport, Fairfield County	Jan	1960	13h35	M	38	Unprovoked	Lacerations	unknown
PAPUA NEW GUINEA	Milne Bay Province	unknown	Aug	1960	unknown	M	unknown	Unprovoked	No details	unknown
USA	New Jersey	Seaside Park, Ocean County	Aug	1960	unknown	M	14	Unprovoked	Lacerations	unknown
USA	New Jersey	Sea Girt, Monmouth County	Aug	1960	16h00	M	24	Unprovoked	Limbs bitten	unknown
USA	Florida	Key Largo Sound	Aug	1960	20h00	M	15	Provoked	Limbs bitten	Lemon shark, 1164 mm, immature male, identified by  V.G. Springer
ENGLAND	In the English Channel 	Off the south Devon coast	Dec	1960	unknown	M	25	Provoked	Lacerations	80-lb hooked shark
USA	Delaware	Mispillion Light, Delaware Bay	Dec	1960	unknown	M	46	Unprovoked	Lacerations	2.4 m [8'] shark
USA	South Carolina	Parris Island	Dec	1960	unknown	M	unknown	Unprovoked	Lethal	unknown
PAPUA NEW GUINEA	Milne Bay Province	Taupota, Samarai 	Dec	1960	P.M.	M	25	Unprovoked	Lacerations	unknown
USA	Mississippi	Mississippi City	Nov	1960	unknown	M	17	Unprovoked	Limbs bitten	unknown
USA	Virginia	Hog Island	Oct	1960	12h00	M	41	Provoked	Limbs bitten	"""sand shark"""
PAPUA NEW GUINEA	Madang	Bimat, Bogia	Oct	1960	unknown	M	unknown	Unprovoked	No details	unknown
USA	South Carolina	Little River Beach, Horry County	Oct	1960	14h00	M	unknown	Provoked	Lacerations	7' shark
NEW ZEALAND	Cook Strait	Tory Channel	Sep	1960	unknown	unknown	unknown	Provoked	Limbs bitten	"White shark, 15'2"" "
NORTH SEA	Unknown, treated at Wick, SCOTLAND	On board  East German fishing trawler, I Mai	Sep	1960	unknown	M	18	Provoked	Limbs bitten	"""A small shark"""
USA	Florida	2 miles east of Dania Beach, Broward County	Sep	1960	11h00	M	39	Unprovoked	Limbs bitten	Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth
PHILIPPINES	Corregidor Island	unknown	Aug	1960	Morning	M	58	Unprovoked	Lethal	unknown
USA	Georgia	North picnic area, Jekyll Island, Glynn County	Aug	1960	15h45	M	24	Unprovoked	Limbs bitten	unknown
PANAMA	San Blas Islands	Off Diable Island	Jul	1960	08h30	M	27	Unprovoked	Lacerations	unknown
BERMUDA	Paget	Elbow Beach /  Coral Beach	Jul	1960	15h00	M	25	Unprovoked	Limbs bitten	Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered
USA	California	Aptos, Santa Cruz County	Jul	1960	13h00	F	16	Unprovoked	Limbs bitten	White shark, 4 m to 5 m [13' to 16.5'] 
USA	Florida	Lignum Vitae Channel, Florida Keys, Monroe County	Jul	1960	unknown	unknown	unknown	Provoked	Limbs bitten	"Lemon shark, 1.8 m [6'] male, N. breviostris, identified by W.A. Stark II, later the same day a 6'8"" pregnant female lemon shark bit the bow of the boat"
PAPUA NEW GUINEA	Madang	Taludig	Jul	1960	unknown	unknown	unknown	Unprovoked	Lethal	unknown
SOUTH AFRICA	KwaZulu-Natal	Amanzimtoti	Jul	1960	15h35	M	16	Unprovoked	Minor injury	White shark, 2.1 m [7']  based on tooth pattern
USA	California	Tomales Point, Marin County	Jul	1960	14h00	M	48	Unprovoked	Limbs bitten	White shark, 4.9 m [16'] 
AUSTRALIA	Western Australia	Rottnest Island	Jun	1960	unknown	M	unknown	Provoked	Lacerations	Bronze whaler shark, 3 m [10'], 200-lb
SOUTH AFRICA	Eastern Cape Province	Port Alfred	Jun	1960	unknown	M	unknown	Provoked	Limbs bitten	Raggedtooth shark, 100-lb 
AUSTRALIA	New South Wales	Horseshoe Bay, near Kempsey	May	1960	Late afternoon	M	17	Unprovoked	Minor injury	White shark, 3.7 m [12'] 
AUSTRALIA	Western Australia	Off Rottnest Island	May	1960	unknown	M	unknown	Provoked	Minor injury	Sandtiger shark, 2.1 m [7'] 
AUSTRALIA	Victoria	Canadian Bay near Mount Eliza, 30 miles from Melbourne	Apr	1960	unknown	M	unknown	Unprovoked	Minor injury	1.5 m [5'] shark
AUSTRALIA	New South Wales	Off Broughton Island near Port Stephens	Feb	1960	12h00	M	unknown	Unprovoked	Minor injury	Bronze whaler shark, 3.7 m [12'] identified by G.P. Whitley based on description
AUSTRALIA	South Australia	Hog Bay	Jan	1960	unknown	unknown	unknown	Provoked	Limbs bitten	White shark
FIJI	Vanua Levu	Off the Bua coast	Jan	1960	unknown	F	unknown	Unprovoked	Lethal	unknown
PHILIPPINES	Luzon Island	Bataan	Jan	1960	unknown	M	unknown	Provoked	Lethal	unknown
SOUTH AFRICA	Western Cape Province	Saldanha Bay	Jan	1960	unknown	unknown	unknown	Boat	Limbs bitten	White shark (tooth fragments recovered)
USA	Florida	Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County	Mar	1960	12h00	M	42	Unprovoked	Limbs bitten	1.2 m [4'], possibly  larger shark
GUAM	unknown	unknown	Mar	1960	12h00	M	44	Unprovoked	Limbs bitten	1.2 m [4'] shark
AUSTRALIA	Tasmania	Ralph Bay	Feb	1960	Night	M	30 & 32	Unprovoked	Minor injury	Two 2.1 m [7'] sharks
NEW ZEALAND	North Island	Mangawhai, near Wellsford	Feb	1960	unknown	M	22	Unprovoked	Minor injury	Bronze whaler shark,4 m [13'] 
SENEGAL	Casamance	Ziguinchor	Feb	1960	unknown	M	unknown	Provoked	Limbs bitten	unknown
PAPUA NEW GUINEA	Central Province	Tupuselei Village, about 40 miles east of Port Moresby	Feb	1960	unknown	M	26	Unprovoked	Lethal	Tiger shark, 3.4 m [11'] captured
AUSTRALIA	New South Wales	Near Bondi Beach	Dec	1960	unknown	unknown	unknown	Provoked	Minor injury	Tiger shark, 14' 
AUSTRALIA	New South Wales	Wattamolla National Park	Dec	1960	unknown	M	20	Provoked	Minor injury	"Grey nurse shark, 2.9 m [9'6""] "
PAPUA NEW GUINEA	Madang (WO)	Off Taludig Village, at mouth of the Murnass River	Dec	1960	unknown	M	unknown	Unprovoked	Limbs bitten	"3.5 m [11'6""] shark captured"
unknown	Between Timor & Darwin, Australia	unknown	Oct	1960	unknown	unknown	unknown	Sea Disaster	No details	unknown
AUSTRALIA	South Australia	Millicent	Sep	1960	unknown	unknown	unknown	Boat	Minor injury	Blue pointer
AUSTRALIA	New South Wales	Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney	Sep	1960	15h30	M	13	Unprovoked	Lethal	Bull shark
AUSTRALIA	Western Australia	Geraldton	Sep	1960	P.M.	M	unknown	Provoked	Limbs bitten	Wobbegong shark
AUSTRALIA	Tasmania	Eaglehawk Neck	Sep	1960	09h00	unknown	unknown	Boat	Minor injury	4.9 m [16'] shark
SOUTH AFRICA	Western Cape Province	Muizenberg	Sep	1960	unknown	F	unknown	Provoked	Limbs bitten	unknown
NICARAGUA 	Pacific coast	San Jan del Sur	Jul	1960	Morning	M	unknown	Unprovoked	No details	3.7 m to 4.6 m [12' to 15'] shark
GRENADA	St. Georges 	Black Point Bay	Jul	1960	unknown	M	9	Unprovoked	Limbs bitten	unknown
SRI LANKA	Eastern  Province	Pigeon Island	Jul	1960	unknown	M	unknown	Unprovoked	Minor injury	Blacktail reef shark
SRI LANKA	Eastern  Province	Manayaweli Cove, Trincomalee	Jul	1960	unknown	M	unknown	Unprovoked	Minor injury	Blacktip reef shark
FIJI	Northwest of Viti Levu	Covull Reef, near Lautoka	Jul	1960	unknown	M	unknown	Unprovoked	Minor injury	unknown
PAPUA NEW GUINEA	Madang	unknown	Jul	1960	unknown	M	16	Unprovoked	Lethal	unknown
PAPUA NEW GUINEA	West New Britain Province	West Nakanai,  Talasea	Jul	1960	unknown	M	20	Unprovoked	Lacerations	unknown
MOZAMBIQUE	Gaza	Xai Xai	Jun	1960	unknown	F	5	Unprovoked	Lethal	unknown
SOUTH AFRICA	Eastern Cape Province	Kei River Mouth	Apr	1960	11h00	F	unknown	Unprovoked	Lacerations	2.1 m [7'] shark
AUSTRALIA	Queensland	Scotts Point Beach 	Apr	1959	Afternoon	unknown	unknown	Boat	Minor injury	3.7 m [12'] tiger shark
AUSTRALIA	New South Wales	Leichardt, Sydney	Apr	1959	Late night	unknown	50 & 30	Boat	Minor injury	2.4 m  [8'] shark
PAPUA NEW GUINEA	Rigo subdistrict	Kaparoka	Apr	1959	unknown	unknown	13	Unprovoked	Lethal	unknown
AUSTRALIA	Queensland	Off Wynnum in Moreton Bay, near Brisbane	Mar	1959	06h00	M	29	Unprovoked	Lethal	unknown
PHILIPPINES	Masbate	Balud	Mar	1959	12h15	M	unknown	Sea Disaster	Limbs bitten	unknown
AUSTRALIA	Victoria	Altona, Melbourne	Mar	1959	unknown	M	17 & 35	Provoked	Minor injury	2.7 m [9']  shark
NEW ZEALAND	North Island	Moko Hinau 	Feb	1959	14h00	M	unknown	Boat	Minor injury	Mako shark, 4.3 m [14']
