case_number,date,year,country,sex,age,fatal,provoked,season
1932.08.10,10-Aug-32,1932,USA,M,,0,1,Summer
1932.08.09,09-Aug-32,1932,AUSTRALIA,M,,0,0,Summer
1932.08.06,06-Aug-32,1932,BAHAMAS,M,18.0,0,1,Summer
1932.07.14.R,Reported 14-Jul-1932,1932,USA,M,17.0,1,,Summer
1932.07.02,02-Jul-32,1932,CANADA,M,,0,,Summer
1932.06.28,28-Jun-32,1932,USA,M,32.0,0,1,Spring
1932.06.26,26-Jun-32,1932,USA,M,,0,1,Spring
1932.06.20,20-Jun-32,1932,FIJI,F,,1,0,Spring
1932.05.12,12-May-32,1932,AUSTRALIA,M,,1,0,Spring
1932.05.00,May-32,1932,AUSTRALIA,M,,0,0,Spring
1932.04.16.b,16-Apr-32,1932,PHILIPPINES,M,,1,0,Spring
1932.04.16.a,16-Apr-32,1932,PHILIPPINES,F,,1,0,Spring
1932.02.16,16-Feb-32,1932,USA,M,,0,0,Winter
1932.02.13,13-Feb-32,1932,AUSTRALIA,M,,0,0,Winter
1932.02.08,08-Feb-32,1932,PHILIPPINES,M,,1,0,Winter
1932.01.27,27-Jan-32,1932,AUSTRALIA,M,,0,0,Winter
1932.01.11,11-Jan-32,1932,AUSTRALIA,,,,,Winter
1932.01.06,06-Jan-32,1932,MEXICO,M,,1,1,Winter
1932.00.00,1932,1932,SOUTH AFRICA,M,23.0,0,0,
1931.11.26,26-Nov-31,1931,AUSTRALIA,M,45.0,0,0,Autnum
1931.09.27,27-Sep-31,1931,JAMAICA,M,,1,0,Summer
1931.09.21.b,21-Sep-31,1931,USA,M,,0,0,Summer
1931.09.21.a,21-Sep-31,1931,USA,F,20.0,0,0,Summer
1931.09.02,02-Sep-31,1931,USA,M,,1,,Summer
1931.08.31,31-Aug-31,1931,CUBA,M,18.0,1,0,Summer
1931.08.30,30-Aug-31,1931,USA,M,,1,,Summer
1931.08.27,27-Aug-31,1931,USA,,,0,,Summer
1931.08.25,25-Aug-31,1931,CUBA,M,23.0,1,0,Summer
1931.08.23,23-Aug-31,1931,CUBA,M,,1,0,Summer
1931.08.18,18-Aug-31,1931,USA,M,,0,0,Summer
1931.08.06.R,Reported 06-Aug-1931,1931,USA,M,,0,0,Summer
1931.08.01,01-Aug-31,1931,AUSTRALIA,M,,1,0,Summer
1931.07.28.R,Reported 28-Jul-1931,1931,FIJI,M,,0,0,Summer
1931.07.15,15-Jul-31,1931,USA,M,,0,0,Summer
1931.06.14,14-Jun-31,1931,USA,M,,0,0,Spring
1931.06.13,13-Jun-31,1931,USA,M,,0,1,Spring
1931.06.04.R,Reported 04-Jun-1931,1931,USA,M,,0,0,Spring
1931.05.02,02-May-31,1931,AUSTRALIA,,,0,,Spring
1931.04.27.R,Reported 27-Apr-1931,1931,,M,,1,0,Spring
1931.03.22,22-Mar-31,1931,AUSTRALIA,M,19.0,1,0,Winter
1931.03.15,16-Mar-31,1931,TURKEY,,,0,,Winter
1931.03.06,06-Mar-31,1931,AUSTRALIA,M,,0,1,Winter
1931.02.10,10-Feb-31,1931,AUSTRALIA,M,39.0,1,,Winter
1931.01.24,24-Jan-31,1931,AUSTRALIA,M,,0,0,Winter
1931.01.14,14-Jan-31,1931,AUSTRALIA,M,,0,0,Winter
1931.01.07,07-Jan-31,1931,AUSTRALIA,M,18.0,0,0,Winter
1931.00.00.b,1931,1931,TONGA,M,,1,0,
1931.00.00.a,1931,1931,PAPUA NEW GUINEA,,,,0,
1930.12.25,25-Dec-30,1930,AUSTRALIA,M,49.0,0,0,Autnum
1930.12.13,13-Dec-30,1930,AUSTRALIA,M,,1,0,Autnum
1930.12.02,02-Dec-30,1930,AUSTRALIA,,,0,,Autnum
1930.12.00,Dec-30,1930,AUSTRALIA,M,,1,0,Autnum
1930.11.30,30-Nov-30,1930,AUSTRALIA,M,,0,0,Autnum
1930.09.26.R,Reported 26-Sep-1930,1930,HONDURAS,M,,1,0,Summer
1930.09.12.R,1930,1930,AZORES,,,0,,
1930.08.31,31-Aug-30,1930,AUSTRALIA,M,17.0,0,0,Summer
1930.08.16,16-Aug-30,1930,SPAIN,M,38.0,0,0,Summer
1930.08.06,06-Aug-30,1930,USA,M,,0,0,Summer
1930.07.19,19-Jul-30,1930,CUBA,M,29.0,0,0,Summer
1930.07.11,11-Jul-30,1930,USA,M,21.0,0,0,Summer
1930.06.04,04-Jun-30,1930,AUSTRALIA,M,,1,0,Spring
1930.05.27,27-May-30,1930,USA,M,,0,0,Spring
1930.05.11.R,Reported 11-May-1930,1930,TURKEY,M,,0,,Spring
1930.05.11,11-May-30,1930,COSTA RICA,,,1,,Spring
1930.04.08,08-Apr-30,1930,SOUTH AFRICA,M,17.0,1,,Spring
1930.03.07.R,Reported 07-Mar-1930,1930,USA,M,,0,0,Winter
1930.02.20,20-Feb-30,1930,AUSTRALIA,M,19.0,0,0,Winter
1930.02.15,15-Feb-30,1930,AUSTRALIA,M,18.0,1,0,Winter
1930.02.03.R,Reported 03-Feb-1930,1930,AUSTRALIA,M,,0,1,Winter
1930.01.22,22-Jan-30,1930,MEXICO,,,1,,Winter
1930.01.16,16-Jan-30,1930,SOUTH AFRICA,M,23.0,0,0,Winter
1930.01.00,Jan-30,1930,MAURITIUS,M,,1,0,Winter
1930.00.00.c,1930,1930,OKINAWA,M,17.0,0,0,
1930.00.00.a,1930,1930,SOUTH AFRICA,M,,1,0,
1929.12.26,26-Dec-29,1929,AUSTRALIA,M,16.0,1,0,Autnum
1929.12.21,21-Dec-29,1929,AUSTRALIA,M,,0,0,Autnum
1929.12.16,16-Dec-29,1929,AUSTRALIA,F,17.0,0,0,Autnum
1929.12.13,13-Dec-29,1929,AUSTRALIA,M,,0,0,Autnum
1929.12.03.R,Reported 03-Dec-1929,1929,AUSTRALIA,M,,1,0,Autnum
1929.11.29,29-Nov-29,1929,KIRIBATI,,,1,0,Autnum
1929.11.21,21-Nov-29,1929,CUBA,M,,0,0,Autnum
1929.10.20,20-Oct-29,1929,AUSTRALIA,M,,0,0,Autnum
1929.10.02,02-Oct-29,1929,SPAIN,M,,0,0,Autnum
1929.09.01,01-Sep-29,1929,AUSTRALIA,M,42.0,1,0,Summer
1929.08.05,05-Aug-29,1929,USA,M,,0,0,Summer
1929.07.29,29-Jul-29,1929,MEXICO,M,,0,0,Summer
1929.07.17.R,Reported 17-Jul-1929,1929,CAPE VERDE,F,,1,,Summer
1929.06.23,23-Jun-29,1929,USA,M,,0,1,Spring
1929.05.31,31-May-29,1929,AUSTRALIA,M,,0,0,Spring
1929.04.26.R,Reported 26-Apr-1929,1929,AUSTRALIA,M,,0,0,Spring
1929.04.17.R,Reported 17-Apr-1929,1929,AUSTRALIA,M,,0,0,Spring
1929.04.11,11-Apr-29,1929,AUSTRALIA,M,19.0,0,1,Spring
1929.04.09,09-Apr-29,1929,AUSTRALIA,M,,1,0,Spring
1929.04.04,04-Apr-29,1929,AUSTRALIA,M,,1,0,Spring
1929.03.16,16-Mar-29,1929,USA,M,26.0,0,0,Winter
1929.03.12,12-Mar-29,1929,AUSTRALIA,M,,1,0,Winter
1929.03.04.b,04-Mar-29,1929,AUSTRALIA,M,9.0,0,0,Winter
1929.03.04.a,04-Mar-29,1929,AUSTRALIA,M,12.0,0,0,Winter
1929.02.18,18-Feb-29,1929,AUSTRALIA,M,20.0,1,0,Winter
1929.02.09,09-Feb-29,1929,AUSTRALIA,,,0,,Winter
1929.02.08,08-Feb-29,1929,AUSTRALIA,M,39.0,1,0,Winter
1929.01.27,27-Jan-29,1929,AUSTRALIA,M,,1,0,Winter
1929.01.14,14-Jan-29,1929,NEW ZEALAND,F,,0,0,Winter
1929.01.12,12-Jan-29,1929,AUSTRALIA,M,14.0,1,0,Winter
1929.01.06.R,06-Jan-29,1929,TURKEY,M,,1,,Winter
1929.01.05,05-Jan-29,1929,FIJI,M,,1,0,Winter
1929.00.00.e.R,Reported 1929,1929,AUSTRALIA,M,,0,,
1929.00.00.d,Ca. 1929,1929,AUSTRALIA,M,,0,1,
1929.00.00.c,1929,1929,USA,M,,0,1,
1929.00.00.b,1929,1929,AUSTRALIA,M,,0,0,
1929.00.00.a,1929,1929,USA,M,27.0,0,0,
1928.12.21,21-Dec-28,1928,AUSTRALIA,M,,0,0,Autnum
1928.11.18,18-Nov-28,1928,USA,M,,0,1,Autnum
1928.11.15.R,Reported 15-Nov-1928,1928,INDIA,M,24.0,0,,Autnum
1928.11.12,12-Nov-28,1928,USA,M,,1,0,Autnum
1928.11.04,04-Nov-28,1928,PANAMA,M,17.0,1,0,Autnum
1928.09.00,Sep-28,1928,USA,M,,0,0,Summer
1928.08.24.R,Reported 24-Aug-1928,1928,USA,M,,,,Summer
1928.07.11,11-Jul-28,1928,AUSTRALIA,M,,0,0,Summer
1928.07.00,Late Jul-1928,1928,ITALY,M,,0,1,Summer
1928.06.24.R,Reported 24-Jun-1928,1928,USA,M,,0,0,Spring
1928.05.17,27-May-28,1928,INDIA,M,,,,Spring
1928.04.14.R,Reported 14-Apr-1928,1928,AUSTRALIA,M,,0,0,Spring
1928.04.14,14-Apr-28,1928,AUSTRALIA,M,19.0,0,0,Spring
1928.04.09,09-Apr-28,1928,JAMAICA,M,,1,0,Spring
1928.04.06,06-Apr-28,1928,AUSTRALIA,M,15.0,0,0,Spring
1928.04.04,04-Apr-28,1928,AUSTRALIA,M,28.0,1,0,Spring
1928.03.28.R,Reported 28-Mar-1928,1928,AUSTRALIA,M,,0,0,Winter
1928.02.20,20-Feb-28,1928,AUSTRALIA,M,,1,0,Winter
1928.02.00.b,Feb-28,1928,COSTA RICA,F,,0,0,Winter
1928.02.00.a,Feb-28,1928,COSTA RICA,M,,0,0,Winter
1928.01.27,27-Jan-28,1928,AUSTRALIA,M,78.0,1,0,Winter
1928.01.21.b,21-Jan-28,1928,USA,,,1,,Winter
1928.01.21.a,Some time between 08-Jan-1928 & 21-Jan-1928,1928,USA,M,,1,,Winter
1928.01.02,02-Jan-28,1928,SOUTH AFRICA,F,,0,0,Winter
1928.01.00,Jan-28,1928,SOUTH AFRICA,M,18.0,0,0,Winter
1928.00.00,1928,1928,SOUTH AFRICA,M,25.0,0,0,
1927.12.28,28-Dec-27,1927,SOUTH AFRICA,M,17.0,1,0,Autnum
1927.11.03,03-Nov-27,1927,AUSTRALIA,,,1,0,Autnum
1927.10.25,25-Oct-27,1927,BRAZIL,,,1,0,Autnum
1927.10.12,12-Oct-27,1927,AUSTRALIA,M,,0,0,Autnum
1927.10.00,Oct-27,1927,FIJI,M,,0,0,Autnum
1927.07.03,03-Jul-27,1927,AUSTRALIA,,,0,,Summer
1927.05.29,29-May-27,1927,PHILIPPINES,,,1,0,Spring
1927.05.09.R,Reported 09-May 1927,1927,AUSTRALIA,M,,1,0,Spring
1927.04.10,20-Apr-27,1927,AUSTRALIA,M,,0,0,Spring
1927.04.08,08-Apr-27,1927,AUSTRALIA,M,,0,0,Spring
1927.03.01,11-Mar-27,1927,AUSTRALIA,M,17.0,0,0,Winter
1927.02.14,14-Feb-27,1927,NICARAGUA,M,,0,1,Winter
1927.02.09,09-Feb-27,1927,AUSTRALIA,M,,0,0,Winter
1927.02.00,Feb-27,1927,NEW ZEALAND,M,70.0,0,1,Winter
1927.01.20,20-Jan-27,1927,SOUTH AFRICA,M,,0,0,Winter
1927.01.08.R,Reported 08-Jan-1927,1927,USA,M,,0,0,Winter
1927.01.03,03-Jan-27,1927,AUSTRALIA,M,15.0,1,0,Winter
1927.00.00.b,1927,1927,AUSTRALIA,M,10.0,1,0,
1927.00.00.a,1927,1927,AUSTRALIA,M,,0,0,
1926.12.02.R,Reported 02-Dec-1926,1926,AUSTRALIA,M,,1,0,Autnum
1926.11.17,17-Nov-26,1926,AUSTRALIA,M,,0,0,Autnum
1926.10.29.R,Reported 29-Oct-1926,1926,PAPUA NEW GUINEA,M,,1,0,Autnum
1926.10.23.b,23-Oct-26,1926,AUSTRALIA,M,17.0,0,0,Autnum
1926.10.23.a,23-Oct-26,1926,BERMUDA,,,0,0,Autnum
1926.09.06.R,Reported 06-Sep-1926,1926,PAPUA NEW GUINEA,M,,1,0,Summer
1926.08.24,24-Aug-26,1926,USA,M,18.0,1,0,Summer
1926.07.23,23-Jul-26,1926,ITALY,M,20.0,1,0,Summer
1926.07.12,12-Jul-26,1926,USA,M,,0,,Summer
1926.07.08,08-Jul-26,1926,USA,M,15.0,0,0,Summer
1926.07.03,03-Jul-26,1926,SPAIN,M,,0,,Summer
1926.05.18,18-May-26,1926,USA,M,,1,0,Spring
1926.04.22,22-Apr-26,1926,,M,26.0,0,0,Spring
1926.04.07,07-Apr-26,1926,USA,F,,0,0,Spring
1926.03.17,17-Mar-26,1926,AUSTRALIA,F,,1,0,Winter
1926.01.26,26-Jan-26,1926,SOUTH AFRICA,M,,0,0,Winter
1926.01.00,Jan-26,1926,AUSTRALIA,M,,0,0,Winter
1926.00.00.d,Summer of 1926,1926,MONACO,M,,1,0,
1926.00.00.c,1926,1926,NEW ZEALAND,M,,0,1,
1926.00.00.b,1926,1926,SINGAPORE,F,,1,0,
1926.00.00.a,1926,1926,SOUTH AFRICA,M,,,0,
1925.11.22,22-Nov-25,1925,AUSTRALIA,M,55.0,1,0,Autnum
1925.11.00.b,Nov-25,1925,USA,,,0,0,Autnum
1925.11.00.a,Nov-25,1925,USA,M,,0,0,Autnum
1925.09.04,04-Sep-25,1925,SPAIN,M,,0,1,Summer
1925.09.03,03-Sep-25,1925,ENGLAND,M,,0,0,Summer
1925.08.02,02-Aug-25,1925,USA,F,,0,0,Summer
1925.06.15,15-Jun-25,1925,AUSTRALIA,,,,,Spring
1925.05.00,May-25,1925,USA,M,,0,0,Spring
1925.03.27,07-Mar-1925 or 27-Mar-1925,1925,AUSTRALIA,M,16.0,0,0,Winter
1925.03.12,12-Mar-25,1925,AUSTRALIA,M,16.0,1,0,Winter
1925.03.10,10-Mar-25,1925,PAPUA NEW GUINEA,M,,1,0,Winter
1925.01.27.R,Reported 27-Jan-1925,1925,USA,M,,0,0,Winter
1925.01.08,08-Jan-25,1925,CANADA,M,,0,0,Winter
1925.00.00,1925,1925,FIJI,M,,0,0,
1924.11.25,25-Nov-24,1924,MEXICO,F,,1,0,Autnum
1924.11.24,24-Nov-24,1924,PANAMA,M,35.0,0,0,Autnum
1924.11.21,21-Nov-24,1924,USA,M,35.0,1,0,Autnum
1924.10.31.R,Reported 31-Oct-1924,1924,FRENCH POLYNESIA,M,,0,1,Autnum
1924.10.18,18-Oct-24,1924,AUSTRALIA,M,,0,0,Autnum
1924.07.31,31-Jul-24,1924,USA,M,,0,0,Summer
1924.07.14,14-Jul-24,1924,ENGLAND,M,,0,1,Summer
1924.07.04,04-Jul-24,1924,USA,M,,0,,Summer
1924.06.18,18-Jun-24,1924,USA,M,,0,1,Spring
1924.04.25,25-Apr-24,1924,AUSTRALIA,M,20.0,1,0,Spring
1924.04.22,22-Apr-24,1924,PANAMA,M,21.0,0,0,Spring
1924.04.20,20-Apr-24,1924,AUSTRALIA,M,,0,,Spring
1924.03.28.R,Reported 28-Mar-1924,1924,SOLOMON ISLANDS,M,,0,0,Winter
1924.03.24,24-Mar-24,1924,SPAIN,,,0,,Winter
1924.02.13,13-Feb-24,1924,AUSTRALIA,F,30.0,0,0,Winter
1924.02.08,08-Feb-24,1924,AUSTRALIA,M,,,,Winter
1924.01.29,29-Jan-24,1924,SOUTH AFRICA,M,22.0,1,0,Winter
1924.01.25,25-Jan-24,1924,SOUTH AFRICA,M,,0,0,Winter
1924.01.19,09-Jan-24,1924,AUSTRALIA,M,16.0,1,0,Winter
1923.12.12,12-Dec-23,1923,AUSTRALIA,M,,0,0,Autnum
1923.12.02,02-Dec-23,1923,AUSTRALIA,M,,1,0,Autnum
1923.11.23,23-Nov-23,1923,AUSTRALIA,M,,1,0,Autnum
1923.11.02,02-Nov-23,1923,AUSTRALIA,M,,1,,Autnum
1923.10.20,20-Oct-23,1923,AUSTRALIA,M,,1,,Autnum
1923.10.17,17-Oct-23,1923,AUSTRALIA,,,0,,Autnum
1923.10.16,16-Oct-23,1923,AUSTRALIA,M,,0,0,Autnum
1923.08.08,08-Aug-23,1923,GUYANA,M,,0,0,Summer
1923.07.02.R,Reported 02-Jul-1923,1923,AUSTRALIA,M,,0,0,Summer
1923.06.16,16-Jun-23,1923,AUSTRALIA,M,,1,,Spring
1923.06.06,06-Jun-23,1923,MEXICO,,,0,,Spring
1923.05.23.R,Reported 23-May-1923,1923,AUSTRALIA,M,,0,0,Spring
1923.05.22,22-May-23,1923,AUSTRALIA,M,,1,0,Spring
1923.03.18,18-Mar-23,1923,AUSTRALIA,M,,0,0,Winter
1923.02.00,Feb-23,1923,USA,M,25.0,0,0,Winter
1923.01.27.b,27-Jan-23,1923,AUSTRALIA,M,,,,Winter
1923.01.27.a,27-Jan-23,1923,AUSTRALIA,M,13.0,1,0,Winter
1923.01.13,14-Jan-23,1923,CUBA,M,,1,,Winter
1923.00.00.c,1923,1923,USA,M,,0,,
1923.00.00.b,1923-1924,1923,PHILIPPINES,M,,1,0,
1923.00.00.a,1923,1923,USA,M,,0,1,
1923.00.00.a,1923,1922,USA,M,,0,1,
1922.12.14,14-Dec-22,1922,USA,F,,1,0,Autnum
1922.12.05,05-Dec-22,1922,AUSTRALIA,M,19.0,1,0,Autnum
1922.09.29,29-Sep-22,1922,BARBADOS,M,16.0,1,0,Summer
1922.10.29,29-Oct-22,1922,AUSTRALIA,M,,,,Autnum
1922.09.28,28-Sep-22,1922,USA,M,,0,0,Summer
1922.09.26.R,Reported 26-Sep-1922,1922,ENGLAND,M,,1,0,Summer
1922.09.21.R,Reported 21-Sep-1922,1922,USA,,,0,,Summer
1922.07.19,19-Jul-22,1922,USA,M,,0,0,Summer
1922.06.17,17-Jun-22,1922,USA,F,18.0,1,0,Spring
1922.05.24,24-May-22,1922,JAMAICA,M,19.0,1,0,Spring
1922.05.06,06-May-22,1922,SOUTH AFRICA,M,18.0,0,0,Spring
1922.04.26,26-Apr-22,1922,AUSTRALIA,M,,1,0,Spring
1922.03.20,20-Mar-22,1922,JAMAICA,M,,0,0,Winter
1922.03.13,13-Mar-22,1922,JAMAICA,F,14.0,1,0,Winter
1922.03.02,02-Mar-22,1922,AUSTRALIA,M,21.0,1,0,Winter
1922.02.22.R,Reported 02-Feb-1922,1922,AUSTRALIA,M,,1,,Winter
1922.02.04,04-Feb-22,1922,AUSTRALIA,M,18.0,1,0,Winter
1922.01.28.R,Reported 28-Jan-1922,1922,IRAQ,M,,1,0,Winter
1922.01.15,15-Jan-22,1922,AUSTRALIA,M,54.0,1,0,Winter
1922.01.13,13-Jan-22,1922,AUSTRALIA,M,,0,0,Winter
1922.01.04,04-Jan-22,1922,AUSTRALIA,M,26.0,1,0,Winter
1921.12.11,11-Dec-21,1921,AUSTRALIA,M,20.0,0,0,Autnum
1921.11.27.b,27-Nov-21,1921,AUSTRALIA,M,8.0,1,0,Autnum
1921.11.27.a,27-Nov-21,1921,AUSTRALIA,M,40.0,0,0,Autnum
1921.11.15.R,Reported 15-Nov-1921,1921,FIJI,,,1,0,Autnum
1921.10.12,12-Oct-21,1921,AUSTRALIA,M,,0,0,Autnum
1921.10.04,04-Oct-21,1921,AUSTRALIA,M,22.0,1,0,Autnum
1921.09.00,Sep-21,1921,ENGLAND,M,,0,1,Summer
1921.08.29.R,Reported 29-Aug-1929,1921,AUSTRALIA,M,,0,0,Summer
1921.08.28,28-Aug-21,1921,PHILIPPINES,M,21.0,1,0,Summer
1921.01.11.R,Reported 11-Jan-1921,1921,PHILIPPINES,,,,,Winter
1920.11.29,29-Nov-20,1920,AUSTRALIA,M,,0,0,Autnum
1921.08.22,22-Aug-21,1921,HAITI,M,,1,0,Summer
1920.11.22,22-Nov-20,1920,AUSTRALIA,M,,0,0,Autnum
1920.11.04,04-Nov-20,1920,PHILIPPINES,,,1,0,Autnum
1920.07.14,14-Jul-20,1920,USA,M,30.0,1,,Summer
1920.07.05.R,Reported 06-Jul-1920,1920,AUSTRALIA,M,,0,0,Summer
1920.06.29,29-Jun-20,1920,USA,M,13.0,0,0,Spring
1920.06.27,27-Jun-20,1920,CANADA,,,0,1,Spring
1920.03.08,08-Mar-20,1920,AUSTRALIA,M,20.0,0,0,Winter
1920.01.24.R.b,Reported 24-Jan-1920,1920,AUSTRALIA,M,,0,0,Winter
1920.02.03,03-Feb-20,1920,SOUTH AFRICA,F,18.0,0,0,Winter
1920.01.24.R.a,Reported 24-Jan-1920,1920,AUSTRALIA,M,,1,0,Winter
1920.01.15,15-Jan-20,1920,AUSTRALIA,M,12.0,1,0,Winter
1920.00.00.b,1920s,1920,JAMAICA,M,,1,0,
1920.00.00.b,1920,1920,NEW ZEALAND,F,,0,0,
1920.00.00.a,1920,1920,SOUTH AFRICA,M,12.0,0,0,
1919.12.30.R,Reported 30-Dec-1919,1919,AUSTRALIA,M,29.0,0,0,Autnum
1919.12.07,07-Dec-19,1919,AUSTRALIA,M,47.0,1,0,Autnum
1919.11.18,18-Nov-19,1919,AUSTRALIA,M,,0,0,Autnum
1919.09.12,12-Sep-19,1919,COSTA RICA,M,,1,0,Summer
1919.08.10,10-Aug-19,1919,USA,M,,0,0,Summer
1919.05.29,29-May-19,1919,USA,M,,0,0,Spring
1919.04.06,06-Apr-19,1919,USA,M,,1,0,Spring
1919.03.16,16-Mar-19,1919,AUSTRALIA,M,,,,Winter
1919.01.17,17-Jan-19,1919,AUSTRALIA,M,,0,0,Winter
1919.01.15,15-Jan-19,1919,NEW ZEALAND,F,,0,0,Winter
1919.01.09,09-Jan-19,1919,AUSTRALIA,M,13.0,1,0,Winter
1919.01.05,05-Jan-19,1919,AUSTRALIA,M,38.0,1,0,Winter
1900.00.00.R,Reported to have taken place in 1919,1919,ITALY,M,,0,,
1919.00.00,1919,1919,USA,F,,0,0,
1918.11.00.b,Nov-18,1918,USA,M,,1,0,Autnum
1918.11.00.a,Nov-18,1918,SAN DOMINGO,M,,1,0,Autnum
1918.09.19,19-Sep-18,1918,AUSTRALIA,M,22.0,1,0,Summer
1918.03.22,22-Mar-18,1918,AUSTRALIA,M,,0,0,Winter
1918.00.00,1918,1918,AUSTRALIA,M,,0,0,
1917.12.15,15-Dec-17,1917,AUSTRALIA,M,,0,0,Autnum
1917.11.00,Nov-17,1917,MOZAMBIQUE,M,,1,0,Autnum
1917.09.21,21-Sep-17,1917,USA,M,,0,0,Summer
1917.09.09,09-Sep-17,1917,USA,M,,0,1,Summer
1917.09.00,Sep-17,1917,PANAMA,M,,1,0,Summer
1917.07.18,18-Jul-17,1917,USA,M,,1,0,Summer
1917.07.15,15-Jul-17,1917,IRELAND,M,,1,0,Summer
1917.06.03,03-Jun-17,1917,USA,M,,0,0,Spring
1917.05.31,31-May-17,1917,PHILIPPINES,M,,1,0,Spring
1917.05.05,Reported 05-May-1917,1917,KUWAIT,M,,0,0,Spring
1917.00.00,1917,1917,LIBYA,M,,0,0,
1916.12.30,30-Dec-16,1916,AUSTRALIA,M,25.0,0,0,Autnum
1916.12.08.b,08-Dec-16,1916,AUSTRALIA,M,41.0,1,0,Autnum
1916.12.08.a,08-Dec-16,1916,AUSTRALIA,F,,0,0,Autnum
1916.11.15,15-Nov-16,1916,PANAMA,M,,0,1,Autnum
1916.11.10,10-Nov-16,1916,AUSTRALIA,M,,1,0,Autnum
1916.11.09,09-Nov-16,1916,AUSTRALIA,M,27.0,1,0,Autnum
1916.10.11,11-Oct-16,1916,USA,M,,1,1,Autnum
1916.08.24, 24-Aug-1916,1916,USA,M,,0,0,Summer
1916.07.26,26-Jul-16,1916,USA,M,,0,0,Summer
1916.07.13.b,13-Jul-16,1916,USA,F,,0,,Summer
1916.07.13,13-Jul-16,1916,USA,M,,0,0,Summer
1916.07.12.c,12-Jul-16,1916,USA,M,12.0,0,0,Summer
1916.07.12.b,12-Jul-16,1916,USA,M,24.0,1,0,Summer
1916.07.12.a,12-Jul-16,1916,USA,M,10.0,1,0,Summer
1916.07.11,11-Jul-16,1916,BAHAMAS,M,,1,0,Summer
1916.07.08,08-Jul-16,1916,SPAIN,M,,0,0,Summer
1916.07.07,07-Jul-16,1916,PHILIPPINES,M,,0,0,Summer
1916.07.06,06-Jul-16,1916,USA,M,,1,0,Summer
1916.07.01,01-Jul-16,1916,USA,M,24.0,1,0,Summer
1916.06.30,30-Jun-16,1916,USA,M,,0,0,Spring
1916.06.24.R,Reported 24-Jun-1916,1916,,M,,1,0,Spring
1916.06.23,23-Jun-16,1916,USA,M,26.0,0,1,Spring
1916.04.25.R,Reported 25-Apr-1916,1916,AUSTRALIA,M,,1,0,Spring
1916.04.03,03-Apr-16,1916,AUSTRALIA,M,17.0,1,0,Spring
1916.03.19,19-Mar-16,1916,AUSTRALIA,M,,0,0,Winter
1915.12.09.R,Reported 09-Dec-1915,1915,AUSTRALIA,M,,0,0,Autnum
1915.11.10,10-Nov-15,1915,AUSTRALIA,M,10.0,0,0,Autnum
1915.11.08,08-Nov-14,1915,AUSTRALIA,M,,0,0,Autnum
1915.08.03,03-Aug-15,1915,USA,M,,0,0,Summer
1915.07.06.a.R,Reported 06-Jul-1915,1915,MEXICO,M,,1,0,Summer
1915.05.15.R,Reported 15-May-1915,1915,EGYPT,M,,1,,Spring
1915.03.29,29-Mar-15,1915,AUSTRALIA,M,,0,0,Winter
1915.02.06,06-Feb-15,1915,AUSTRALIA,M,,0,0,Winter
1915.01.13,13-Jan-15,1915,NEW ZEALAND,M,,1,,Winter
1915.01.01,01-Jan-15,1915,AUSTRALIA,M,17.0,1,0,Winter
1915.00.00,Ca. 1915,1915,USA,M,,,,
1914.12.04.R,Reported 04-Dec-1914,1914,AUSTRALIA,M,,0,0,Autnum
1914.10.17,17-Oct-14,1914,SAMOA,F,,0,0,Autnum
1914.09.26.R,Reported 26-Sep-1914,1914,JAMAICA,M,,1,0,Summer
1914.09.09,09-Sep-14,1914,USA,M,17.0,1,0,Summer
1914.07.15.R,Reported 15-Jul-1914,1914,CROATIA,F,,0,0,Summer
1914.07.09.R,Reported 09-Jul-1914,1914,USA,M,,0,1,Summer
1914.07.07,07-Jul-14,1914,CROATIA,M,,0,0,Summer
1914.06.12,13-Jun-14,1914,MONTENEGRO,M,,0,,Spring
1914.06.10,10-Jun-14,1914,AUSTRALIA,M,43.0,1,0,Spring
1914.05.31,31-May-14,1914,NEW CALEDONIA,M,,1,0,Spring
1914.05.14,14-May-14,1914,USA,F,,0,1,Spring
1914.03.14.R,Reported 14-Mar-1914,1914,USA,M,,1,,Winter
1914.03.03,03-Mar-14,1914,USA,M,,1,0,Winter
1914.02.09.R,Reported 09-Feb-1914,1914,AUSTRALIA,M,,0,0,Winter
1914.02.03,  03-Feb-1914,1914,AUSTRALIA,M,,0,0,Winter
1914.01.17.R,Reported 17-Jan-1914,1914,AUSTRALIA,F,,0,0,Winter
1914.00.00,1914,1914,SOUTH AFRICA,F,,,0,
1913.12.30.R,Reported 30-Dec-1913,1913,USA,,,0,1,Autnum
1913.11.27,27-Nov-13,1913,NIGERIA,M,,1,0,Autnum
1913.11.21,21-Nov-13,1913,AUSTRALIA,M,12.0,0,0,Autnum
1913.09.21,21-Sep-13,1913,USA,M,,0,0,Summer
1913.09.03,03-Sep-13,1913,CROATIA,M,,0,1,Summer
1913.08.27.R,Reported 27-Aug-1913,1913,USA,M,,,,Summer
1913.08.27.R,Reported 27-Aug-1913,1913,USA,F,,,,Summer
1913.08.26.R,26-Aug-13,1913,ITALY,,,1,,Summer
1913.07.12,12-Jul-13,1913,USA,M,,1,0,Summer
1913.05.21,21-May-13,1913,USA,M,,0,1,Spring
1913.05.02,02-May-13,1913,AUSTRALIA,M,,0,1,Spring
