Date,Year,Type,Area,Location,Activity,Sex,Fatal (Y/N),Species
1933-08-28,1933,Unprovoked,South Carolina,"Pawleys Island, north of Charleston",Bathing,M,N,
1933-08-26,1933,Unprovoked,Connecticut,Mystic River,Swimming,F,N,
1933-07-07,1933,Unprovoked,California,"San Diego, San Diego County",Unknown,M,N,Tiger Shark
1933-07-03,1933,Unprovoked,Western Australia,Broome,Pearl Diving,M,N,
1933-06-21,1933,Unprovoked,South Carolina,North end of Morris Island at mouth of Charleston Harbor,Unknown,M,N,Lemon Sharklemon Shark
1933-06-16,1933,Unprovoked,South Carolina,"Folly Island, near Charleston",Standing,F,N,
1933-06-13,1933,Invalid,Northern Territory,Darwin,Fishing,M,Unknown,
1933-05-24,1933,Sea Disaster,St Michael Parish,Off Pelican Island,Unknown,Unknown,Y,
1933-05-23,1933,Provoked,Queensland,Off Stradbroke Island,Fishing,M,N,Shark
1933-06-08,1933,Unprovoked,Queensland,Currumbin,Treading Water,M,N,
1933-05-03,1933,Sea Disaster,Havana Province,"Off Jaimanitas Yacht Club, Havana",Unknown,M,Y,
1933-04-10,1933,Unprovoked,Florida,"Miami Beach, Miami-Dade County",Swimming,M,Y,Bull Sharktiger Shark
1933-02-26,1933,Unprovoked,New South Wales,Sydney,Unknown,M,N,Shark
1933-02-15,1933,Unprovoked,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland",Unknown,M,N,Shark
1933-02-14,1933,Boating,South Australia,Adelaide,Unknown,Unknown,N,
1933-02-12,1933,Provoked,South Australia,"Port River, Adelaide",Fishing,M,N,Blue Shark
1933-01-04,1933,Unprovoked,Queensland,"Strand Beach, Kissing Point, Townsville",Swimming,M,Y,
1932-12-11,1932,Unprovoked,Northern Territory,Arnhem Land,Unknown,M,N,
1932-12-09,1932,Provoked,North Island,Mahurangi River Mouth,Fishing,M,N,
1932-11-09,1932,Sea Disaster,Unknown,Unknown,Unknown,Unknown,Unknown,
1932-10-31,1932,Unprovoked,New South Wales,"Redhead Beach, Newcastle",Swimming,M,N,Nurse Shark
1932-10-11,1932,Unprovoked,Barlavento Islands,São Vicente,Swimming,M,Y,
1932-09-26,1932,Unprovoked,Viti Levu Island,Navua,Unknown,M,N,
1932-08-30,1932,Provoked,New South Wales,Bondi,Unknown,M,N,
1932-08-30,1932,Provoked,New South Wales,Newcastle,Unknown,M,N,
1932-08-10,1932,Provoked,New Jersey,"Offshore, between Mantoloking & Point Pleasant, Ocean County",Fishing,M,N,Shark
1932-08-09,1932,Unprovoked,Torres Strait,Unknown,Pearl Diving,M,N,
1932-08-06,1932,Provoked,New Providence District,"Nassau, New Providence Island",Unknown,M,N,
1932-07-14,1932,Invalid,Texas,Galveston,Unknown,M,Unknown,Shark
1932-07-02,1932,Boating,Bay of Fundy,16 km west of Digby Gut,Unknown,M,N,White Shark
1932-06-28,1932,Provoked,New Jersey,"10 miles offshore from Sea Isle City, Cape May County",Fishing,M,N,Dog Shark
1932-06-26,1932,Provoked,New Jersey,"Off Ocean City, Cape May County",Fishing,M,N,
1932-06-20,1932,Unprovoked,Yasawa Islands,Nabukeru,Unknown,F,Y,
1932-05-12,1932,Unprovoked,Torres Strait,Near Warrior Reefs,Pearl Diving,M,Y,
1932-05-01,1932,Unprovoked,Torres Strait,Thursday Island,Pearl Diving,M,N,
1932-04-16,1932,Unprovoked,Manila,Fort Mills,Standing,M,Y,
1932-04-16,1932,Unprovoked,Manila,Fort Mills,Standing,F,Y,
1932-02-16,1932,Unprovoked,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui",Swimming,M,N,
1932-02-13,1932,Unprovoked,Queensland,Calliope River,Unknown,M,N,
1932-02-08,1932,Unprovoked,Manila,Fort Mills,Unknown,M,Y,
1932-01-27,1932,Unprovoked,Queensland,Ipswich,Swimming,M,N,Small Shark
1932-01-11,1932,Boating,Victoria,Frankston,Fishing,Unknown,Unknown,Nurse Shark
1932-01-06,1932,Provoked,Baja California,Descano Point,Fishing,M,Y,
1932-01-01,1932,Unprovoked,Eastern Cape Province,"Kowie River Mouth, Port Alfred",Unknown,M,N,Raggedtooth Shark
1931-11-26,1931,Unprovoked,Torres Strait,Barrier Reef near Innisfail,Unknown,M,N,Shark
1931-09-27,1931,Unprovoked,Unknown,"East Beach, Kingsston",Unknown,M,Y,
1931-09-21,1931,Unprovoked,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming,M,N,
1931-09-21,1931,Unprovoked,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming,F,N,Hammerhead Shark
1931-09-02,1931,Invalid,Hawaii,"Kahala, O'ahu",Fishing,M,Unknown,Shark
1931-08-31,1931,Unprovoked,Havana Province,"Vedado Baths, Miramar, Havana",Swimming,M,Y,
1931-08-30,1931,Invalid,Hawaii,Unknown,Unknown,M,Unknown,Shark
1931-08-27,1931,Boating,New Jersey,"1 mile ESE of Navesink, Monmouth County",Unknown,Unknown,N,
1931-08-25,1931,Unprovoked,Havana Province,"Miramar subdivision, Havana",Unknown,M,Y,
1931-08-23,1931,Unprovoked,Havana Province,"Miramar, Havana",Swimming,M,Y,
1931-08-18,1931,Unprovoked,Texas,Off Brownsville,Swimming,M,N,
1931-08-06,1931,Unprovoked,New Jersey,"Sandy Hook (ocean side), Monmouth County",Swimming,M,N,
1931-08-01,1931,Unprovoked,Queensland,Port Douglas,Unknown,M,Y,
1931-07-28,1931,Unprovoked,Viti Levu Island,Tamavua River,Swimming,M,N,Small Shark
1931-07-15,1931,Unprovoked,New Jersey,"Sea Girt, Monmouth County",Swimming,M,N,
1931-06-14,1931,Unprovoked,Hawaii,"Pearl Harbor, O'ahu",Unknown,M,N,
1931-06-13,1931,Provoked,Hawaii,"Pearl Harbor, O'ahu",Unknown,M,N,Tiger Shark
1931-06-04,1931,Unprovoked,Florida,"Key West, Monroe County",Unknown,M,N,Shark
1931-05-02,1931,Boating,New South Wales,Kempsey,Unknown,Unknown,N,Shark
1931-04-27,1931,Unprovoked,French Southern Territories,Île Saint-Paul,Unknown,M,Y,
1931-03-22,1931,Unprovoked,Queensland,"Ross River, Townsville",Unknown,M,Y,
1931-03-15,1931,Boating,Unknown,"Bakurköy, Istanbul",Fishing,Unknown,N,
1931-03-06,1931,Provoked,South Australia,Encounter Bay,Unknown,M,N,Cocktail Shark
1931-02-10,1931,Invalid,New South Wales,Maroubra Beach,Swimming,M,Unknown,Shark
1931-01-24,1931,Unprovoked,Torres Strait,Near Thursday Island,Unknown,M,N,
1931-01-14,1931,Unprovoked,Torres Strait,Unknown,Pearl Diving,M,N,
1931-01-07,1931,Unprovoked,Queensland,"Yeppoon, near Ross Creek",Swimming,M,N,Shark
1931-01-01,1931,Unprovoked,Niua,Niuafo'ou Island,Unknown,M,Y,
1931-01-01,1931,Unprovoked,Unknown,Unknown,Unknown,Unknown,Unknown,
1930-12-25,1930,Unprovoked,New South Wales,"Homebush Bay, Parramatta River, Sydney",Swimming,M,N,
1930-12-13,1930,Unprovoked,New South Wales,"Sailor Bay, Middle Harbour, Sydney",Fell Overboard,M,Y,
1930-12-02,1930,Boating,Victoria,Rosebud,Fishing,Unknown,N,Shark
1930-12-01,1930,Unprovoked,New South Wales,Parramata River,Unknown,M,Y,
1930-11-30,1930,Unprovoked,Queensland,"St. Helena Island, Moreton Bay",Unknown,M,N,
1930-09-26,1930,Unprovoked,Black River,Unknown,Swimming,M,Y,
1930-09-12,1930,Boating,Unknown,Unknown,Unknown,Unknown,N,
1930-08-31,1930,Unprovoked,Western Australia,Geraldton,Fishing,M,N,
1930-08-16,1930,Unprovoked,Canary Islands,"El Escabonal, Tenerife",Swimming,M,N,
1930-08-06,1930,Unprovoked,Florida,"Palm Beach Inlet, Palm Beach County",Swimming,M,N,
1930-07-19,1930,Unprovoked,Havana Province,"LaPlaya Beach / Vedado, Havana",Swimming,M,N,
1930-07-11,1930,Unprovoked,Florida,"Jensen Beach, Martin County",Swimming,M,N,Tiger Shark
1930-06-04,1930,Unprovoked,Torres Strait,Near Mabuiag Island,Unknown,M,Y,
1930-05-27,1930,Unprovoked,Texas,High Island,Unknown,M,N,
1930-05-11,1930,Boating,Unknown,Ye?ilköy,Fishing,M,N,
1930-05-11,1930,Invalid,Limón Province,Off Porto Limon,Unknown,Unknown,Unknown,Shark
1930-04-08,1930,Invalid,Eastern Cape Province,Bashee River,Unknown,M,Unknown,Shark
1930-03-07,1930,Unprovoked,Florida,70 miles off Tarpon Springs,Unknown,M,N,
1930-02-20,1930,Unprovoked,Torres Strait,Unknown,Pearl Diving,M,N,
1930-02-15,1930,Unprovoked,Victoria,"Middle Brighton, Port Phillip",Unknown,M,Y,White Shark
1930-02-03,1930,Provoked,Western Australia,Onslow,Unknown,M,N,
1930-01-22,1930,Boating,Veracruz,Panuco River Mouth,Unknown,Unknown,Y,
1930-01-16,1930,Unprovoked,Western Cape Province,"Melkbaai, False Bay",Swimming,M,N,White Shark
1930-01-01,1930,Sea Disaster,Unknown,Two miles from shore in Tamarind Bay,Unknown,M,Y,
1930-01-01,1930,Unprovoked,Unknown,Unknown,Unknown,M,N,
1930-01-01,1930,Unprovoked,Eastern Cape Province,"North End Beach, Port Elizabeth",Swimming,M,Y,
1929-12-26,1929,Unprovoked,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor",Unknown,M,Y,Tiger Shark
1929-12-21,1929,Unprovoked,Torres Strait,Thursday Island,Diving,M,N,
1929-12-16,1929,Unprovoked,New South Wales,Collaroy,Unknown,F,N,Small Shark
1929-12-13,1929,Unprovoked,Torres Strait,Thursday Island,Pearl Diving,M,N,
1929-12-09,1929,Unprovoked,Unknown,Unknown,Unknown,M,Y,
1929-12-03,1929,Unprovoked,Queensland,Townsville,Unknown,M,Y,
1929-11-29,1929,Sea Disaster,Phoenix Islands,Nikumaroro Island,Unknown,M,Y,
1929-11-21,1929,Unprovoked,Cienfuegos Province,Cienfuegos,Fishing,M,N,
1929-10-20,1929,Unprovoked,Torres Strait,Near Badu Island,Pearl Diving,M,N,
1929-10-02,1929,Unprovoked,Valencia,Nasareth Beach,Fishing,M,N,
1929-09-01,1929,Unprovoked,Queensland,"Ross River, Townsville",Unknown,M,Y,
1929-08-05,1929,Unprovoked,South Carolina,Fort Moultrie,Bathing,M,N,
1929-07-29,1929,Unprovoked,Tamaulipas,Tampico,Swimming,M,N,
1929-07-17,1929,Invalid,Santiago Island,Tarrafal,Unknown,F,Unknown,Shark
1929-06-23,1929,Provoked,Florida,"Fort Pierce, St Lucie County",Fishing,M,N,Foot Shark
1929-05-31,1929,Unprovoked,Torres Strait,Unknown,Pearl Diving,M,N,
1929-04-26,1929,Unprovoked,Queensland,Great Barrier Reef,Unknown,M,N,
1929-04-17,1929,Unprovoked,Queensland,Great Barrier Reef,Unknown,M,N,
1929-04-11,1929,Provoked,Queensland,"Bribie Passage, Caloundra",Unknown,M,N,Nurse Shark
1929-04-09,1929,Unprovoked,Torres Strait,Badu Island,Unknown,M,Y,
1929-04-04,1929,Unprovoked,Torres Strait,Badu Island,Unknown,M,Y,
1929-03-16,1929,Unprovoked,Florida,"Sea Spray, Palm Beach",Swimming,M,N,
1929-03-12,1929,Unprovoked,Torres Strait,Near Dauan Island,Bathing,M,Y,
1929-03-04,1929,Unprovoked,South Australia,Ardrossan,Unknown,M,N,Dog Shark
1929-03-04,1929,Unprovoked,South Australia,Ardrossan,Unknown,M,N,Dog Shark
1929-02-18,1929,Unprovoked,New South Wales,Maroubra Bay,Body Surfing,M,Y,
1929-02-09,1929,Boating,Western Australia,Glenelg,Unknown,Unknown,N,
1929-02-08,1929,Unprovoked,New South Wales,Bondi,Swimming,M,Y,Galapagos Shark
1929-01-27,1929,Unprovoked,Queensland,"Alma Bay, Magnetic Island, Townsville",Swimming,M,Y,
1929-01-14,1929,Unprovoked,North Island,"Miranda Head, Hauriki Gulf",Bathing,F,N,
1929-01-12,1929,Unprovoked,New South Wales,Bondi,Body Surfing,M,Y,Shark
1929-01-06,1929,Boating,Unknown,San Stefano,Unknown,M,Y,
1929-01-05,1929,Unprovoked,Viti Levu Island,Suva Harbor,Unknown,M,Y,
1929-01-01,1929,Invalid,New South Wales,Sydney Harbor,Swimming,M,Unknown,
1929-01-01,1929,Provoked,South Australia,Ardrossan,Unknown,M,N,Dog Shark
1929-01-01,1929,Provoked,Florida,Indian River area,Fishing,M,N,Shark
1929-01-01,1929,Unprovoked,New South Wales,"Garden Island, Sydney",Unknown,M,N,
1929-01-01,1929,Unprovoked,Florida,"Cape Canaveral, Brevard County",Unknown,M,N,
1928-12-21,1928,Unprovoked,Unknown,Unknown,Pearl Diving,M,N,
1928-11-18,1928,Provoked,New Jersey,"Seabright, Monmouth County",Fishing,M,N,Nose Shark
1928-11-15,1928,Boating,Unknown,Unknown,Unknown,M,N,
1928-11-12,1928,Sea Disaster,Virginia,"200 miles off Hampton Roads, Virginia, USA",Unknown,M,Y,
1928-11-04,1928,Unprovoked,Gulf of Panama,Taboga Island Bay,Swimming,M,Y,Sharkcarcharhinid Shark
1928-09-01,1928,Unprovoked,Texas,Corpus Christi,Fishing,M,N,
1928-08-24,1928,Invalid,New Jersey,Off shore,Unknown,M,Unknown,Shark
1928-07-11,1928,Unprovoked,Unknown,Unknown,Pearl Diving,M,N,
1928-07-01,1928,Provoked,Tuscany,Viareggio,Unknown,M,N,White Shark
1928-06-24,1928,Unprovoked,Florida,"Daytona Beach, Volusia County",Swimming,M,N,
1928-05-17,1928,Invalid,Unknown,Unknown,Unknown,M,Unknown,Shark
1928-04-14,1928,Unprovoked,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",Fishing,M,N,Tiger Shark
1928-04-14,1928,Unprovoked,New South Wales,Bondi,Treading Water,M,N,
1928-04-09,1928,Unprovoked,Unknown,"Coal wharf, Port Royal",Diving,M,Y,
1928-04-06,1928,Unprovoked,Queensland,Graceville,Bathing,M,N,Shark
1928-04-04,1928,Unprovoked,New South Wales,"Cooks Hill, Newcastle",Unknown,M,Y,
1928-03-28,1928,Unprovoked,Queensland,Unknown,Unknown,M,N,
1928-02-20,1928,Unprovoked,Torres Strait,"Near Barrow Point, Queensland",Pearl Diving,M,Y,
1928-02-01,1928,Unprovoked,Near Puntarenas,Unknown,Swimming,F,N,
1928-02-01,1928,Unprovoked,Near Puntarenas,Unknown,Swimming,M,N,
1928-01-27,1928,Unprovoked,Torres Strait,Deliverance Island,Unknown,M,Y,
1928-01-21,1928,Invalid,Florida,Unknown,Swimming,Unknown,Unknown,Shark
1928-01-21,1928,Invalid,Florida,Off Florida coast,Unknown,M,Unknown,Shark
1928-01-02,1928,Unprovoked,Eastern Cape Province,"Salt Vlei, Port Alfred",Unknown,F,N,
1928-01-01,1928,Unprovoked,Eastern Cape Province,Kei River mouth,Body Surfing,M,N,Shark
1928-01-01,1928,Unprovoked,KwaZulu-Natal,Tugela River Mouth,Standing,M,N,
1927-12-28,1927,Unprovoked,Western Cape Province,Little Brak River,Swimming,M,Y,White Shark
1927-11-03,1927,Sea Disaster,New South Wales,"Bradleys Head, Sydney",Unknown,Unknown,Y,
1927-10-25,1927,Sea Disaster,Porto Seguro,90 miles off Albrohos Island,Unknown,Unknown,Y,
1927-10-12,1927,Unprovoked,New South Wales,"Kiah Creek, Eden",Unknown,M,N,
1927-10-01,1927,Unprovoked,Unknown,a river,Unknown,M,N,
1927-07-03,1927,Boating,New South Wales,Bellambi Reef,Unknown,Unknown,N,
1927-05-29,1927,Sea Disaster,Luzon Island,Bondoc Peninsula,Unknown,Unknown,Y,
1927-05-09,1927,Unprovoked,Queensland,Off Cairns,Unknown,M,Y,
1927-04-10,1927,Unprovoked,Torres Strait,Near Thursday Island,Diving,M,N,
1927-04-08,1927,Unprovoked,Queensland,Near Thursday Island,Pearl Diving,M,N,
1927-03-01,1927,Unprovoked,New South Wales,Mereweather Beach,Unknown,M,N,Nurse Shark
1927-02-14,1927,Provoked,Salinas Bay,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",Unknown,M,N,
1927-02-09,1927,Unprovoked,Queensland,Brisbane River,Unknown,M,N,
1927-02-01,1927,Provoked,South Island,"Menzies Bay, Banks Peninsula,",Fishing,M,N,Mako Shark
1927-01-20,1927,Unprovoked,Eastern Cape Province,Kidds Beach,Body Surfing,M,N,Raggedtooth Shark
1927-01-08,1927,Unprovoked,California,"Catalina Channel, Los Angeles County",Swimming,M,N,
1927-01-03,1927,Unprovoked,New South Wales,"Greys Point, Port Hacking",Swimming,M,Y,Shark
1927-01-01,1927,Unprovoked,New South Wales,15 miles up the Cataract River,Swimming,M,Y,
1927-01-01,1927,Unprovoked,Torres Strait,Thursday Island,Pearl Diving,M,N,
1926-12-02,1926,Unprovoked,Torres Strait,Palm Island,Unknown,M,Y,
1926-11-17,1926,Unprovoked,Torres Strait,Near Thursday Island,Diving,M,N,
1926-10-29,1926,Unprovoked,Central Province,Roku Point,Unknown,M,Y,
1926-10-23,1926,Unprovoked,New South Wales,Clarence River,Bathing,M,N,Nurse Shark
1926-10-23,1926,Sea Disaster,Unknown,18 miles southwest of Bermuda,Unknown,Unknown,N,
1926-09-06,1926,Unprovoked,Unknown,Near Port Moresby,Unknown,M,Y,
1926-08-24,1926,Unprovoked,New Jersey,"Seaside, Ocean County",Swimming,M,Y,
1926-07-23,1926,Unprovoked,Golfo di Genova in the Ligurian Sea,Varazze,Swimming,M,Y,White Shark
1926-07-12,1926,Boating,New Jersey,20 miles off Seabright,Fishing,M,N,Whiptail Sharkthresher Shark
1926-07-08,1926,Unprovoked,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Unknown,M,N,White Sharksevengill Shark
1926-07-03,1926,Invalid,Sants-Montjic,"Casa Antunez Beach, Barcelona",Bathing,M,Unknown,Shark
1926-05-18,1926,Unprovoked,Hawaii,"Hale'iwa, O'ahu",Swimming,M,Y,White Shark
1926-04-22,1926,Unprovoked,South of the Equator,Steamship bound from Cape Town to Philadelphia,Unknown,M,N,
1926-04-07,1926,Unprovoked,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Swimming,F,N,The Shark
1926-03-17,1926,Unprovoked,South Australia,"West Beach, Brighton",Swimming,F,Y,White Shark
1926-01-26,1926,Unprovoked,Eastern Cape Province,Hamburg,Swimming,M,N,Blue Shark
1926-01-01,1926,Unprovoked,Victoria,Unknown,Unknown,M,N,
1926-01-01,1926,Unprovoked,Bay of Monaco,Unknown,Unknown,M,Y,
1926-01-01,1926,Provoked,Cook Islands,Rarotonga,Unknown,M,N,
1926-01-01,1926,Unprovoked,Unknown,Sea View Beach,Unknown,F,Y,
1926-01-01,1926,Unprovoked,Western Cape Province,Mossel Bay,Unknown,M,Unknown,
1925-11-22,1925,Unprovoked,Western Australia,Cottesloe Beach,Unknown,M,Y,Tiger Shark
1925-11-01,1925,Unprovoked,Puerto Rico,"Condado Beach, San Juan",Unknown,F,N,
1925-11-01,1925,Unprovoked,Puerto Rico,"Condado Beach, San Juan",Unknown,M,N,
1925-09-04,1925,Provoked,Valencia,Valencia,Fishing,M,N,
1925-09-03,1925,Unprovoked,Isle of Wight,Off Shanklin,Fishing,M,N,
1925-08-02,1925,Unprovoked,South Carolina,"Folly Island, near Charleston",Swimming,F,N,
1925-06-15,1925,Invalid,Western Australia,"Princess Royal Harbor, near King Georges Sound",Unknown,Unknown,Unknown,Shark
1925-05-01,1925,Unprovoked,Puerto Rico,"Condado Beach, San Juan",Unknown,M,N,
1925-03-27,1925,Unprovoked,New South Wales,Coogee,Unknown,M,N,Small Shark
1925-03-12,1925,Unprovoked,New South Wales,Newcastle Beach,Swimming,M,Y,
1925-03-10,1925,Unprovoked,Central Province,Hula,Swimming,M,Y,
1925-01-27,1925,Unprovoked,Florida,"Miami Beach, Miami-Dade County",Swimming,M,N,
1925-01-08,1925,Unprovoked,Vancouver,Second Narrows in Burrard Inlet,Unknown,M,N,Shark
1925-01-01,1925,Unprovoked,Viti Levu Island,"Suva Harbor, Suva",Unknown,M,N,
1924-11-25,1924,Unprovoked,Tamaulipas,Tampico,Unknown,F,Y,Shark
1924-11-24,1924,Unprovoked,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Pacific Anchorage off the Panama Canal,Unknown,M,N,
1924-11-21,1924,Unprovoked,Puerto Rico,Santurce,Bathing,M,Y,
